Timekeeper ID,Timekeeper Name,Timekeeper Role,Timekeeper Status,Timekeeper Office,Timekeeper Department,Timekeeper Practice Group,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Matter Status,Matter Office,Matter Department,Matter Practice Group,Billing Attorney,Supervising Attorney,Responsible Attorney,Originating Attorney,Budget,Target,Client ID,Client Name,Client Address,Client Status,Client Type,Invoice ID,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Flat Fee Amount,Trust Balance,WIP Amount,AR Amount,Soft Costs,Hard Costs,Phase Code,Task Code,Activity Code,Time Entry Date,Time Entry Hours,Time Entry Description,Profitability Status,Risk Level,Underbilling Flag,Overutilization Flag,Discount Flag
TK9703,Marie Rodriguez,Law Clerk,Active,California,Employment,Criminal Defense,509,481,MT6358,Montgomery v. Macias,Litigation,Closed,Toronto,Employment,Commercial Litigation,Scott Smith,Margaret Morse,Christina Huber,Anita Wall,179876,200,CL6539,Martinez-Good,"140 Saunders Locks Apt. 364
East Gloria, SD 46189",Active,Corporation,INV-89679,1/22/2025,43,20683,28,13468,85,832,65.12,21.5,53,25493,481,35267,516,15143,5195,645,909,Discovery,Deposition,Draft Motion,10/8/2024,7,Draft Motion for Montgomery v. Macias,Profitable,Low,Yes,Yes,Yes
TK6032,Jacqueline Nelson,Paralegal,Terminated,Toronto,Tax,Family Law,372,344,MT6028,Hayes v. Lee,Divorce,Active,London,Employment,Commercial Litigation,Sandra Valencia,Felicia Rodriguez,Todd Campbell,Jeffrey Hernandez,226785,300,CL2289,Herrera Ltd,"5871 Cheryl Center Suite 002
East Marissa, FM 30247",Active,Individual,INV-11862,8/18/2024,138,47472,125,43000,1014,491,90.58,46,138,47472,344,9265,8603,1447,3903,852,3319,Trial,Deposition,Court Appearance,5/27/2024,10,Court Appearance for Hayes v. Lee,Unprofitable,High,No,No,Yes
TK0909,Jeffrey Juarez,Paralegal,Terminated,London,Employment,Intellectual Property,483,467,MT4051,Jones v. Flynn,Patent Filing,Active,Sydney,Employment,Intellectual Property,Nathaniel Williams PhD,Eric Wang,Michael King,Kim Myers,52108,264,CL1175,Hill LLC,"6274 Williams Terrace
Matthewbury, WY 61559",Inactive,Corporation,INV-79512,1/19/2025,190,88730,171,79857,632,268,90,71.97,208,97136,467,0,9253,18014,6426,3281,2192,Settlement,Research,Client Meeting,4/29/2024,10,Client Meeting for Jones v. Flynn,Unprofitable,Medium,No,No,Yes
TK6659,Edward Adams,Law Clerk,Active,Sydney,Employment,Commercial Litigation,1121,1119,MT9440,Turner v. Brock,M&A,Active,California,Real Estate,Criminal Defense,Sarah Velasquez,Emily Collins,Jacqueline Beasley,Mr. Phillip Lane,482461,419,CL4220,"Curtis, Hayes and Ortega","79157 Eric Knoll
Julieshire, HI 61206",Active,Nonprofit,INV-61425,4/2/2023,95,106305,94,105186,1767,973,98.95,22.67,108,120852,1119,25369,3945,627,7760,1964,5384,Trial,Drafting,Draft Motion,10/3/2024,5,Draft Motion for Turner v. Brock,Profitable,Medium,Yes,Yes,No
TK0012,John Le,Associate,Terminated,Sydney,Litigation,M&A,439,374,MT4185,Cowan v. Flores,Litigation,Active,Toronto,Litigation,Criminal Defense,Heather Sanchez,Ryan Howe,Joshua Freeman,Chelsea Weeks,277938,162,CL5710,Kimberly Obrien,"723 Valdez Parkways Apt. 999
West Abigailport, NV 27320",Inactive,Nonprofit,INV-75363,5/31/2023,188,70312,175,65450,1447,926,93.09,116.05,207,77418,374,0,3294,3697,1169,1293,8426,Appeal,Deposition,Document Review,2/18/2025,8,Document Review for Cowan v. Flores,Unprofitable,Low,Yes,No,Yes
TK6984,Elizabeth Moses,Paralegal,Active,Toronto,Employment,M&A,313,159,MT0336,Cole v. Gibson,Litigation,Active,California,Tax,Commercial Litigation,Megan Jackson,Brandon Blankenship,Christina Singh,Ms. Kimberly Johnson DVM,383667,321,CL3809,Harris-Gilbert,"USNS Atkins
FPO AA 64296",Active,Government,INV-32109,3/16/2024,64,10176,47,7473,364,274,73.44,19.94,79,12561,159,37563,2514,12441,7768,1820,6804,Trial,Drafting,Draft Motion,10/17/2024,9,Draft Motion for Cole v. Gibson,Profitable,High,No,No,No
TK1811,Carolyn Schultz,Associate,Active,London,Litigation,Family Law,743,663,MT0437,Bautista v. Jones,Criminal Case,Closed,London,Employment,M&A,Danielle Rodriguez,Brittany Woods,Robert Garcia,Kenneth Castillo,243299,497,CL4841,Mclaughlin-Johnson,"735 Wallace Prairie
Wrightberg, NE 92584",Active,Corporation,INV-22803,2/1/2025,195,129285,184,121992,616,323,94.36,39.24,199,131937,663,0,9795,16978,8716,4744,5751,Trial,Deposition,Client Meeting,9/10/2024,6,Client Meeting for Bautista v. Jones,Profitable,Medium,Yes,Yes,Yes
TK0143,Christine Ferguson,Law Clerk,Terminated,Toronto,Employment,M&A,1239,1228,MT4840,Murillo v. Kidd,Criminal Case,Active,New York,Litigation,M&A,Joe Martinez,Jacob Gonzalez,Diana Young,Laura Carter,133893,340,CL4411,"Hart, Garcia and Jacobs","96989 Rachel Place Apt. 677
New Jodihaven, NV 79337",Inactive,Individual,INV-15224,1/1/2025,186,228408,168,206304,558,51,90.32,54.71,206,252968,1228,9805,8994,12739,1849,3168,8006,Discovery,Research,Client Meeting,1/7/2025,6,Client Meeting for Murillo v. Kidd,Profitable,Medium,Yes,No,No
TK7771,Patrick Navarro,Paralegal,Active,London,Real Estate,Commercial Litigation,1088,993,MT5211,English v. Jones,Divorce,Closed,Sydney,Corporate,Family Law,Jennifer Phillips,Michael Taylor,Michael Santana,Thomas Coleman,133847,360,CL5275,Dickerson-Rose,"120 Douglas Points
Port Michael, NY 76686",Inactive,Government,INV-25170,8/26/2023,154,152922,142,141006,158,480,92.21,42.78,174,172782,993,0,7220,14021,3285,4252,7612,Discovery,Negotiation,Client Meeting,7/28/2024,1,Client Meeting for English v. Jones,Profitable,Low,Yes,Yes,Yes
TK5704,Valerie Anderson,Of Counsel,Terminated,Toronto,Employment,Intellectual Property,1268,1145,MT1487,Horne v. Wiggins,Patent Filing,Closed,New York,Real Estate,Intellectual Property,Michael Reyes,Hayley Knight,Ryan Sellers,Richard Miranda,396549,330,CL5567,Mr. Dennis Smith,"942 Lambert Hill
East Meganberg, MA 23570",Active,Government,INV-78561,7/8/2024,109,124805,90,103050,1299,446,82.57,33.03,126,144270,1145,23017,1010,10640,9458,4751,7847,Discovery,Research,Research Case Law,1/16/2025,1,Research Case Law for Horne v. Wiggins,Unprofitable,Low,Yes,No,Yes
TK0286,Tara Moore,Law Clerk,Active,New York,Litigation,Intellectual Property,232,211,MT0429,Shepard v. Brown,M&A,Active,Sydney,Employment,Family Law,Phyllis Pitts,Dr. Jacob Copeland,Mark Cross,Christina Rodriguez,184655,453,CL1145,Sanchez-Downs,"5370 Bruce Drives Suite 029
Kelleyview, CT 03069",Active,Nonprofit,INV-29337,5/24/2023,193,40723,182,38402,1864,996,94.3,42.6,212,44732,211,45415,5331,16399,8011,4012,6978,Appeal,Negotiation,Draft Motion,7/22/2024,3,Draft Motion for Shepard v. Brown,Profitable,Medium,Yes,Yes,Yes
TK7058,Cassandra Alvarado,Partner,Terminated,Sydney,Litigation,Commercial Litigation,460,286,MT0542,Wilkinson v. Reynolds,M&A,Closed,California,Tax,Commercial Litigation,Nathan Turner,Harold Flowers,Wesley Crane,Christine Roy,388442,404,CL2760,Tammy Howard,"818 Bryant Spring Apt. 078
Raymondview, NV 60558",Inactive,Government,INV-84885,11/12/2023,145,41470,139,39754,1028,829,95.86,35.89,162,46332,286,30658,7299,19315,9163,4610,3497,Trial,Research,Research Case Law,9/5/2024,2,Research Case Law for Wilkinson v. Reynolds,Unprofitable,Medium,Yes,No,Yes
TK4998,Destiny Martin,Paralegal,Terminated,California,Tax,M&A,1225,1091,MT8866,Graham v. Meyer,Litigation,Closed,California,Employment,Intellectual Property,Jesse Mccarthy,Patricia Horton,Juan Miller,Howard Brown,451618,281,CL6458,"Smith, Butler and Garcia","0841 Johnson Bridge Suite 665
Port Bethany, WA 11977",Inactive,Nonprofit,INV-31272,2/14/2025,155,169105,139,151649,218,201,89.68,55.16,158,172378,1091,13780,4081,16477,6255,3802,2858,Settlement,Research,Court Appearance,12/6/2024,3,Court Appearance for Graham v. Meyer,Profitable,Low,No,Yes,Yes
TK0523,Samuel Johnson,Paralegal,Active,Toronto,Tax,Intellectual Property,984,842,MT7498,Roman v. Jacobson,M&A,Closed,London,Corporate,Criminal Defense,Jessica Johnson,Tanya Fox,Austin Ramos,Amy Cruz,411839,353,CL6824,Wilson Inc,"74681 Kim Tunnel
Lake Kristinshire, IL 72125",Active,Government,INV-27828,1/22/2024,83,69886,82,69044,1046,931,98.8,23.51,84,70728,842,0,5566,15980,2682,1458,9480,Document Review,Drafting,Research Case Law,5/9/2024,2,Research Case Law for Roman v. Jacobson,Profitable,Low,No,Yes,No
TK2801,David Pruitt,Associate,Terminated,New York,Corporate,Criminal Defense,1230,1065,MT9168,Smith v. Cardenas,Divorce,Closed,Sydney,Employment,Family Law,Hunter Sanchez,Timothy Washington,Gloria Leonard,Scott Grant,241621,392,CL6662,Andrade LLC,"3222 David Brooks Apt. 896
Vincenthaven, MS 33184",Inactive,Nonprofit,INV-69231,6/27/2023,86,91590,76,80940,375,41,88.37,21.94,101,107565,1065,49025,9124,6617,4476,1084,9021,Settlement,Negotiation,Draft Motion,2/23/2025,10,Draft Motion for Smith v. Cardenas,Profitable,Low,No,No,Yes
TK6786,Phillip Daniels,Paralegal,Active,Sydney,Litigation,Commercial Litigation,368,191,MT1599,Davis v. Callahan,Divorce,Active,Toronto,Real Estate,Criminal Defense,Vanessa Bowman,Mary Craig,Anthony Floyd,Meagan Reeves,216109,235,CL3902,"Ferguson, Phillips and Thompson","8192 Skinner Wells
Heatherburgh, KY 07616",Inactive,Government,INV-13640,2/23/2024,138,26358,127,24257,1612,388,92.03,58.72,147,28077,191,23734,494,11956,2011,2508,4138,Trial,Research,Research Case Law,11/23/2024,7,Research Case Law for Davis v. Callahan,Unprofitable,Low,No,No,Yes
TK1228,Claudia Jackson,Partner,Terminated,Sydney,Corporate,M&A,852,791,MT7613,Mullen v. Ramos,M&A,Active,California,Corporate,Family Law,Eric Brown,Stephanie Gregory,Juan Estes,Jennifer Campbell,238513,445,CL7902,"Martin, Mendoza and Neal","436 Christopher Pass
Raymondbury, MH 57337",Inactive,Nonprofit,INV-90472,10/8/2024,86,68026,78,61698,106,573,90.7,19.33,89,70399,791,31544,4596,11426,7986,2458,860,Trial,Research,Court Appearance,1/4/2025,3,Court Appearance for Mullen v. Ramos,Unprofitable,Low,No,No,Yes
TK8684,George Hull,Paralegal,Terminated,London,Litigation,Criminal Defense,367,218,MT2898,Ellis v. Wood,Divorce,Active,Toronto,Litigation,Family Law,Alyssa Cochran,Yvonne Davis,Sharon Freeman,Maureen Gutierrez,134701,270,CL8751,Tyler-Kim,"0373 Kimberly Neck Suite 621
West Lisa, VA 02178",Active,Government,INV-66459,5/11/2023,75,16350,74,16132,1851,280,98.67,27.78,79,17222,218,0,2666,11541,1518,2754,5043,Settlement,Negotiation,Document Review,10/3/2024,8,Document Review for Ellis v. Wood,Profitable,Low,Yes,No,No
TK0943,Veronica Braun,Partner,Terminated,Toronto,Real Estate,Criminal Defense,926,756,MT4364,Morales v. Santos,M&A,Closed,New York,Litigation,M&A,Stephanie Simmons,Jeffrey Vance,Mia Marsh,Ashley Watson,202418,239,CL9378,Holly Cortez,"6224 Katie Springs Apt. 361
Martinshire, CO 22858",Active,Government,INV-72443,1/8/2024,130,98280,113,85428,1515,211,86.92,54.39,135,102060,756,0,5014,5964,2243,3967,3284,Document Review,Deposition,Client Meeting,7/13/2024,6,Client Meeting for Morales v. Santos,Profitable,Medium,No,No,Yes
TK2785,Kathleen Nelson,Of Counsel,Active,New York,Litigation,Criminal Defense,783,692,MT5050,Brown v. Martinez,Litigation,Closed,Sydney,Real Estate,Family Law,Frank Ayala,Chelsey Griffin,Victoria Johnson,Angela Alvarez,84682,364,CL9144,White-Wallace,"PSC 2547, Box 3617
APO AE 75008",Active,Individual,INV-91619,10/5/2023,133,92036,126,87192,385,266,94.74,36.54,135,93420,692,0,3973,4763,1983,3727,2674,Appeal,Research,Document Review,2/5/2025,2,Document Review for Brown v. Martinez,Unprofitable,High,No,Yes,No
TK6972,Vincent Arnold,Paralegal,Active,New York,Litigation,Commercial Litigation,1386,1329,MT3198,Harper v. Stewart,Divorce,Closed,Toronto,Corporate,Family Law,Cynthia Armstrong,Rebecca Anderson,Jack Lopez,James Tucker,212102,440,CL1406,Freeman-Mathis,"96776 Michael Burgs Apt. 542
Davidborough, MS 60666",Active,Corporation,INV-38224,9/5/2024,166,220614,160,212640,1266,984,96.39,37.73,167,221943,1329,19953,6968,1964,9401,984,8563,Settlement,Research,Research Case Law,6/18/2024,10,Research Case Law for Harper v. Stewart,Profitable,High,Yes,No,No
TK7002,Brandon Hill,Associate,Active,New York,Tax,Commercial Litigation,710,548,MT0911,Hall v. Mooney,M&A,Closed,New York,Real Estate,Criminal Defense,Angel Shields,Derrick Brown,Jennifer Adams,Anne Davis,103383,435,CL2141,"Walker, Sanders and Morrison","5723 Kathryn Lane Apt. 580
North Thomaschester, VA 24161",Active,Nonprofit,INV-13603,3/23/2024,79,43292,76,41648,1304,349,96.2,18.16,96,52608,548,19748,9747,10615,2474,460,6312,Document Review,Drafting,Document Review,12/15/2024,4,Document Review for Hall v. Mooney,Unprofitable,Medium,No,Yes,No
TK7284,Brian Reynolds,Associate,Terminated,New York,Litigation,Intellectual Property,879,789,MT6772,Edwards v. Leonard,M&A,Active,Toronto,Employment,Family Law,Ashley Holloway,Alex Burke,Amber Riggs,John Smith,179950,387,CL2903,Green Inc,"00330 Dana View
South Mike, MT 16779",Inactive,Corporation,INV-53786,6/12/2024,49,38661,45,35505,236,953,91.84,12.66,69,54441,789,0,1991,8075,3250,4496,5854,Document Review,Filing,Draft Motion,4/29/2024,7,Draft Motion for Edwards v. Leonard,Unprofitable,Low,No,Yes,No
TK9085,Katherine Thompson,Law Clerk,Active,New York,Litigation,Criminal Defense,1191,1156,MT9643,Williams v. Stone,Divorce,Closed,Sydney,Tax,Family Law,Kristin James,James Baldwin,Jared Soto,Tony Smith,280460,225,CL9429,"Mason, Jones and Green","23165 Williams Row Suite 838
Maloneshire, VI 57328",Active,Individual,INV-39926,7/22/2024,135,156060,123,142188,335,229,91.11,60,148,171088,1156,0,657,10328,5816,585,7009,Appeal,Drafting,Client Meeting,9/23/2024,4,Client Meeting for Williams v. Stone,Profitable,High,Yes,No,No
TK1771,Vincent Jones,Of Counsel,Terminated,London,Real Estate,M&A,989,825,MT5679,Jackson v. Walton,Criminal Case,Active,New York,Tax,M&A,Stanley Johnson,Austin English,James Mooney,Harold Bautista,91543,232,CL1123,"Collins, Munoz and Miller","USS Pennington
FPO AP 64068",Inactive,Individual,INV-35583,8/17/2023,69,56925,66,54450,227,534,95.65,29.74,69,56925,825,42134,2306,18848,6075,1519,2135,Settlement,Negotiation,Client Meeting,12/27/2024,9,Client Meeting for Jackson v. Walton,Profitable,Low,No,No,Yes
TK0505,Alexander Padilla,Of Counsel,Terminated,Toronto,Employment,Criminal Defense,170,-29,MT1459,Beasley v. Allen,M&A,Active,London,Corporate,M&A,Nicholas Hernandez,Samantha Carter,Elizabeth Meyer,Daniel Miller,340741,211,CL7906,"Pearson, Adams and Brown","9710 Francis Pike Apt. 420
Huntmouth, IN 70555",Inactive,Government,INV-29956,7/28/2024,173,-5017,157,-4553,982,196,0,81.99,181,-5249,-29,49361,8565,57,6719,4067,9275,Trial,Negotiation,Court Appearance,4/2/2024,10,Court Appearance for Beasley v. Allen,Unprofitable,Medium,Yes,Yes,No
TK4297,Jacob Combs,Associate,Active,Sydney,Litigation,Criminal Defense,284,155,MT2975,Edwards v. Navarro,Patent Filing,Active,Sydney,Corporate,Criminal Defense,Mary Lee,Christopher Smith,Michael Henderson,Daniel Lowe,413954,356,CL8212,Robert Herrera,"9974 Angela Light
Austinview, GA 98793",Active,Individual,INV-67977,9/22/2023,31,4805,17,2635,126,343,54.84,8.71,39,6045,155,0,2060,554,9454,4338,4207,Discovery,Filing,Research Case Law,8/17/2024,10,Research Case Law for Edwards v. Navarro,Unprofitable,High,Yes,No,Yes
TK4420,Christie Finley,Associate,Active,California,Employment,Family Law,1331,1324,MT8310,Velasquez v. Boyd,Litigation,Active,Sydney,Tax,Criminal Defense,Jason Garcia,Robert Green,Angela Ford,Rachel Trevino,155941,123,CL0163,Howell-Campbell,"801 Kenneth Shoal
Jimeneztown, WV 69272",Inactive,Individual,INV-11353,9/29/2024,74,97976,63,83412,1598,695,85.14,60.16,78,103272,1324,0,2452,18952,7281,2947,3091,Discovery,Negotiation,Research Case Law,5/24/2024,10,Research Case Law for Velasquez v. Boyd,Unprofitable,Medium,No,No,Yes
TK5631,Nicole Cardenas,Paralegal,Terminated,Toronto,Corporate,Intellectual Property,1387,1313,MT8619,Bridges v. Turner,Patent Filing,Active,Sydney,Real Estate,Commercial Litigation,Melanie Love,Jennifer Thompson,Joseph Huffman,Leslie Butler,205711,274,CL6075,Stokes-Tate,"478 Catherine Vista
North Mark, PR 05101",Inactive,Individual,INV-93519,9/21/2023,145,190385,134,175942,1854,468,92.41,52.92,157,206141,1313,0,8596,5841,9381,3224,3575,Trial,Deposition,Draft Motion,6/12/2024,5,Draft Motion for Bridges v. Turner,Unprofitable,Low,No,No,Yes
TK7132,Danielle Ramos,Of Counsel,Terminated,New York,Employment,Commercial Litigation,1376,1241,MT8772,Hurst v. Lopez,Criminal Case,Closed,Toronto,Employment,Family Law,Patrick Bush,Jacob White,David Hale,Philip Kirby,253289,343,CL9671,Mcbride-Smith,"360 Melissa Islands Apt. 478
South Andrew, PA 77487",Active,Government,INV-81445,10/29/2024,146,181186,137,170017,1775,533,93.84,42.57,156,193596,1241,0,8810,10724,9280,4705,7075,Settlement,Drafting,Court Appearance,10/17/2024,1,Court Appearance for Hurst v. Lopez,Unprofitable,Low,No,Yes,Yes
TK5693,Robert Rodriguez,Associate,Terminated,London,Tax,Intellectual Property,1145,1042,MT5761,Mullins v. Yang,Litigation,Closed,Sydney,Corporate,Family Law,April Ashley,Grant White,Dennis Andrews,Mary Park,280064,230,CL1468,"Ramos, Cruz and Cruz","08666 Kristin Route Suite 998
Port Cassandrabury, WV 44299",Active,Individual,INV-64283,11/24/2023,110,114620,109,113578,1781,462,99.09,47.83,120,125040,1042,10380,4396,13362,6599,2449,4489,Document Review,Research,Court Appearance,10/7/2024,5,Court Appearance for Mullins v. Yang,Unprofitable,Medium,Yes,Yes,No
TK5657,Theresa Eaton,Law Clerk,Terminated,Toronto,Corporate,Intellectual Property,952,920,MT3869,Parrish v. Thomas,Litigation,Active,London,Tax,Intellectual Property,Kevin Nichols,Brittany Garcia,Connor Lopez,Joshua West,371943,193,CL9392,Scott Bray III,"100 Timothy Cove
South Lisa, WY 08311",Inactive,Nonprofit,INV-29789,6/9/2024,40,36800,31,28520,1676,648,77.5,20.73,46,42320,920,0,6177,3273,4813,3264,6768,Discovery,Deposition,Client Meeting,12/8/2024,10,Client Meeting for Parrish v. Thomas,Profitable,Low,No,Yes,Yes
TK3299,David Moore,Paralegal,Active,California,Employment,Criminal Defense,318,175,MT6740,Nguyen v. Wagner,Litigation,Active,London,Litigation,Criminal Defense,Lucas Porter,Michael Thompson Jr.,Timothy Maldonado,Steven Morris,118528,489,CL1575,Webb-Huber,"222 Simpson Orchard Apt. 384
Port Angela, DE 42786",Active,Government,INV-49432,6/27/2023,149,26075,143,25025,1789,530,95.97,30.47,154,26950,175,40241,9771,2385,8864,4231,3621,Appeal,Drafting,Document Review,9/26/2024,5,Document Review for Nguyen v. Wagner,Profitable,Low,No,Yes,Yes
TK1052,Gregory Hall,Partner,Terminated,Toronto,Tax,Criminal Defense,994,875,MT9412,Conley v. Shannon,Criminal Case,Active,New York,Tax,Intellectual Property,Jasmine Oneal,Sean Manning,Mary Butler,Phillip Ryan,230210,159,CL8779,Braun-Johnson,"759 Todd Burg Suite 797
New Mary, AS 18280",Active,Government,INV-23121,11/2/2023,93,81375,87,76125,412,534,93.55,58.49,109,95375,875,0,9097,79,9870,4386,3582,Discovery,Negotiation,Draft Motion,9/26/2024,1,Draft Motion for Conley v. Shannon,Unprofitable,Low,No,No,No
TK5453,David Martinez,Partner,Terminated,Sydney,Tax,Criminal Defense,1135,1013,MT6224,Webster v. Ruiz,Criminal Case,Closed,Sydney,Employment,Family Law,Craig Valenzuela,Sarah Shepard,Ronald Walker,Nicole Ali,437379,371,CL9906,"Anderson, Wilson and Adams","902 Williams Skyway
New Jamesborough, TN 60464",Inactive,Corporation,INV-94059,7/25/2023,55,55715,37,37481,904,785,67.27,14.82,72,72936,1013,18101,873,2561,2236,4682,4842,Document Review,Drafting,Draft Motion,7/14/2024,1,Draft Motion for Webster v. Ruiz,Unprofitable,Medium,No,Yes,Yes
TK6353,Kimberly Guzman,Of Counsel,Active,Toronto,Real Estate,Intellectual Property,1036,1010,MT2673,Harper v. Atkins,Criminal Case,Closed,California,Real Estate,Commercial Litigation,Joseph Romero,Hannah Nguyen,William Boyer Jr.,Nathan Horne,456205,220,CL1263,Soto-Green,"288 Jessica Prairie Suite 896
Marybury, NY 45618",Active,Corporation,INV-77611,8/30/2024,122,123220,109,110090,243,591,89.34,55.45,132,133320,1010,48630,1609,12405,1219,3031,1274,Document Review,Drafting,Draft Motion,12/3/2024,3,Draft Motion for Harper v. Atkins,Unprofitable,High,Yes,No,No
TK7944,Lisa Mckenzie,Law Clerk,Active,New York,Corporate,M&A,1044,1013,MT9529,Young v. Aguilar,Criminal Case,Closed,California,Litigation,Criminal Defense,Amy Harvey,Ronnie Barton,Keith Ross,Debra Davis,150983,478,CL3194,Michele Scott,"30628 Davis Wall
Monroeview, NV 89129",Active,Corporation,INV-13520,12/19/2024,120,121560,105,106365,26,536,87.5,25.1,128,129664,1013,0,9966,16676,1988,3586,3977,Appeal,Research,Draft Motion,1/3/2025,4,Draft Motion for Young v. Aguilar,Profitable,Low,Yes,No,Yes
TK1753,Doris Fry,Associate,Terminated,New York,Litigation,Intellectual Property,1219,1082,MT7839,Ryan v. Williams,Patent Filing,Closed,London,Employment,Intellectual Property,Richard Powell,Gary Huff,Mrs. Emily Ellis,Ashley Ruiz,312573,161,CL7426,Michael Williams,"6494 David Mill
Josephfort, ID 60973",Active,Corporation,INV-37987,6/14/2023,119,128758,111,120102,875,156,93.28,73.91,133,143906,1082,0,2515,5500,5565,3750,6060,Trial,Deposition,Document Review,12/16/2024,5,Document Review for Ryan v. Williams,Profitable,Low,Yes,Yes,Yes
