Timekeeper ID,Timekeeper Name,Timekeeper Role,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Client ID,Client Name,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Time Entry Date,Time Entry Hours,Time Entry Description,Underbilling Flag,Discount Flag
TK6659,Edward Adams,Law Clerk,1121,1119,MT9440,Turner v. Brock,M&A,CL4220,"Curtis, Hayes and Ortega",4/2/2023,95,106305,94,105186,1767,973,98.95,22.67,108,120852,1119,10/3/2024,5,Draft Motion for Turner v. Brock,Yes,No
TK0012,John Le,Associate,439,374,MT4185,Cowan v. Flores,Litigation,CL5710,Kimberly Obrien,5/31/2023,188,70312,175,65450,1447,926,93.09,116.05,207,77418,374,2/18/2025,8,Document Review for Cowan v. Flores,Yes,Yes
TK6984,Elizabeth Moses,Paralegal,313,159,MT0336,Cole v. Gibson,Litigation,CL3809,Harris-Gilbert,3/16/2024,64,10176,47,7473,364,274,73.44,19.94,79,12561,159,10/17/2024,9,Draft Motion for Cole v. Gibson,No,No
TK1811,Carolyn Schultz,Associate,743,663,MT0437,Bautista v. Jones,Criminal Case,CL4841,Mclaughlin-Johnson,2/1/2025,195,129285,184,121992,616,323,94.36,39.24,199,131937,663,9/10/2024,6,Client Meeting for Bautista v. Jones,Yes,Yes
TK0143,Christine Ferguson,Law Clerk,1239,1228,MT4840,Murillo v. Kidd,Criminal Case,CL4411,"Hart, Garcia and Jacobs",1/1/2025,186,228408,168,206304,558,51,90.32,54.71,206,252968,1228,1/7/2025,6,Client Meeting for Murillo v. Kidd,Yes,No
TK7771,Patrick Navarro,Paralegal,1088,993,MT5211,English v. Jones,Divorce,CL5275,Dickerson-Rose,8/26/2023,154,152922,142,141006,158,480,92.21,42.78,174,172782,993,7/28/2024,1,Client Meeting for English v. Jones,Yes,Yes
TK5704,Valerie Anderson,Of Counsel,1268,1145,MT1487,Horne v. Wiggins,Patent Filing,CL5567,Mr. Dennis Smith,7/8/2024,109,124805,90,103050,1299,446,82.57,33.03,126,144270,1145,1/16/2025,1,Research Case Law for Horne v. Wiggins,Yes,Yes
TK0286,Tara Moore,Law Clerk,232,211,MT0429,Shepard v. Brown,M&A,CL1145,Sanchez-Downs,5/24/2023,193,40723,182,38402,1864,996,94.3,42.6,212,44732,211,7/22/2024,3,Draft Motion for Shepard v. Brown,Yes,Yes
TK7058,Cassandra Alvarado,Partner,460,286,MT0542,Wilkinson v. Reynolds,M&A,CL2760,Tammy Howard,11/12/2023,145,41470,139,39754,1028,829,95.86,35.89,162,46332,286,9/5/2024,2,Research Case Law for Wilkinson v. Reynolds,Yes,Yes
TK4998,Destiny Martin,Paralegal,1225,1091,MT8866,Graham v. Meyer,Litigation,CL6458,"Smith, Butler and Garcia",2/14/2025,155,169105,139,151649,218,201,89.68,55.16,158,172378,1091,12/6/2024,3,Court Appearance for Graham v. Meyer,No,Yes
TK0523,Samuel Johnson,Paralegal,984,842,MT7498,Roman v. Jacobson,M&A,CL6824,Wilson Inc,1/22/2024,83,69886,82,69044,1046,931,98.8,23.51,84,70728,842,5/9/2024,2,Research Case Law for Roman v. Jacobson,No,No
TK2801,David Pruitt,Associate,1230,1065,MT9168,Smith v. Cardenas,Divorce,CL6662,Andrade LLC,6/27/2023,86,91590,76,80940,375,41,88.37,21.94,101,107565,1065,2/23/2025,10,Draft Motion for Smith v. Cardenas,No,Yes
TK6786,Phillip Daniels,Paralegal,368,191,MT1599,Davis v. Callahan,Divorce,CL3902,"Ferguson, Phillips and Thompson",2/23/2024,138,26358,127,24257,1612,388,92.03,58.72,147,28077,191,11/23/2024,7,Research Case Law for Davis v. Callahan,No,Yes
TK1228,Claudia Jackson,Partner,852,791,MT7613,Mullen v. Ramos,M&A,CL7902,"Martin, Mendoza and Neal",10/8/2024,86,68026,78,61698,106,573,90.7,19.33,89,70399,791,1/4/2025,3,Court Appearance for Mullen v. Ramos,No,Yes
TK8684,George Hull,Paralegal,367,218,MT2898,Ellis v. Wood,Divorce,CL8751,Tyler-Kim,5/11/2023,75,16350,74,16132,1851,280,98.67,27.78,79,17222,218,10/3/2024,8,Document Review for Ellis v. Wood,Yes,No
TK0943,Veronica Braun,Partner,926,756,MT4364,Morales v. Santos,M&A,CL9378,Holly Cortez,1/8/2024,130,98280,113,85428,1515,211,86.92,54.39,135,102060,756,7/13/2024,6,Client Meeting for Morales v. Santos,No,Yes
TK2785,Kathleen Nelson,Of Counsel,783,692,MT5050,Brown v. Martinez,Litigation,CL9144,White-Wallace,10/5/2023,133,92036,126,87192,385,266,94.74,36.54,135,93420,692,2/5/2025,2,Document Review for Brown v. Martinez,No,No
TK6972,Vincent Arnold,Paralegal,1386,1329,MT3198,Harper v. Stewart,Divorce,CL1406,Freeman-Mathis,9/5/2024,166,220614,160,212640,1266,984,96.39,37.73,167,221943,1329,6/18/2024,10,Research Case Law for Harper v. Stewart,Yes,No
TK7002,Brandon Hill,Associate,710,548,MT0911,Hall v. Mooney,M&A,CL2141,"Walker, Sanders and Morrison",3/23/2024,79,43292,76,41648,1304,349,96.2,18.16,96,52608,548,12/15/2024,4,Document Review for Hall v. Mooney,No,No
TK7284,Brian Reynolds,Associate,879,789,MT6772,Edwards v. Leonard,M&A,CL2903,Green Inc,6/12/2024,49,38661,45,35505,236,953,91.84,12.66,69,54441,789,4/29/2024,7,Draft Motion for Edwards v. Leonard,No,No
TK9085,Katherine Thompson,Law Clerk,1191,1156,MT9643,Williams v. Stone,Divorce,CL9429,"Mason, Jones and Green",7/22/2024,135,156060,123,142188,335,229,91.11,60,148,171088,1156,9/23/2024,4,Client Meeting for Williams v. Stone,Yes,No
TK1771,Vincent Jones,Of Counsel,989,825,MT5679,Jackson v. Walton,Criminal Case,CL1123,"Collins, Munoz and Miller",8/17/2023,69,56925,66,54450,227,534,95.65,29.74,69,56925,825,12/27/2024,9,Client Meeting for Jackson v. Walton,No,Yes
TK0505,Alexander Padilla,Of Counsel,170,-29,MT1459,Beasley v. Allen,M&A,CL7906,"Pearson, Adams and Brown",7/28/2024,173,-5017,157,-4553,982,196,0,81.99,181,-5249,-29,4/2/2024,10,Court Appearance for Beasley v. Allen,Yes,No
TK4297,Jacob Combs,Associate,284,155,MT2975,Edwards v. Navarro,Patent Filing,CL8212,Robert Herrera,9/22/2023,31,4805,17,2635,126,343,54.84,8.71,39,6045,155,8/17/2024,10,Research Case Law for Edwards v. Navarro,Yes,Yes
TK4420,Christie Finley,Associate,1331,1324,MT8310,Velasquez v. Boyd,Litigation,CL0163,Howell-Campbell,9/29/2024,74,97976,63,83412,1598,695,85.14,60.16,78,103272,1324,5/24/2024,10,Research Case Law for Velasquez v. Boyd,No,Yes
TK5631,Nicole Cardenas,Paralegal,1387,1313,MT8619,Bridges v. Turner,Patent Filing,CL6075,Stokes-Tate,9/21/2023,145,190385,134,175942,1854,468,92.41,52.92,157,206141,1313,6/12/2024,5,Draft Motion for Bridges v. Turner,No,Yes
TK7132,Danielle Ramos,Of Counsel,1376,1241,MT8772,Hurst v. Lopez,Criminal Case,CL9671,Mcbride-Smith,10/29/2024,146,181186,137,170017,1775,533,93.84,42.57,156,193596,1241,10/17/2024,1,Court Appearance for Hurst v. Lopez,No,Yes
TK5693,Robert Rodriguez,Associate,1145,1042,MT5761,Mullins v. Yang,Litigation,CL1468,"Ramos, Cruz and Cruz",11/24/2023,110,114620,109,113578,1781,462,99.09,47.83,120,125040,1042,10/7/2024,5,Court Appearance for Mullins v. Yang,Yes,No
TK5657,Theresa Eaton,Law Clerk,952,920,MT3869,Parrish v. Thomas,Litigation,CL9392,Scott Bray III,6/9/2024,40,36800,31,28520,1676,648,77.5,20.73,46,42320,920,12/8/2024,10,Client Meeting for Parrish v. Thomas,No,Yes
TK3299,David Moore,Paralegal,318,175,MT6740,Nguyen v. Wagner,Litigation,CL1575,Webb-Huber,6/27/2023,149,26075,143,25025,1789,530,95.97,30.47,154,26950,175,9/26/2024,5,Document Review for Nguyen v. Wagner,No,Yes
TK1052,Gregory Hall,Partner,994,875,MT9412,Conley v. Shannon,Criminal Case,CL8779,Braun-Johnson,11/2/2023,93,81375,87,76125,412,534,93.55,58.49,109,95375,875,9/26/2024,1,Draft Motion for Conley v. Shannon,No,No
TK5453,David Martinez,Partner,1135,1013,MT6224,Webster v. Ruiz,Criminal Case,CL9906,"Anderson, Wilson and Adams",7/25/2023,55,55715,37,37481,904,785,67.27,14.82,72,72936,1013,7/14/2024,1,Draft Motion for Webster v. Ruiz,No,Yes
TK6353,Kimberly Guzman,Of Counsel,1036,1010,MT2673,Harper v. Atkins,Criminal Case,CL1263,Soto-Green,8/30/2024,122,123220,109,110090,243,591,89.34,55.45,132,133320,1010,12/3/2024,3,Draft Motion for Harper v. Atkins,Yes,No
TK7944,Lisa Mckenzie,Law Clerk,1044,1013,MT9529,Young v. Aguilar,Criminal Case,CL3194,Michele Scott,12/19/2024,120,121560,105,106365,26,536,87.5,25.1,128,129664,1013,1/3/2025,4,Draft Motion for Young v. Aguilar,Yes,Yes
TK1753,Doris Fry,Associate,1219,1082,MT7839,Ryan v. Williams,Patent Filing,CL7426,Michael Williams,6/14/2023,119,128758,111,120102,875,156,93.28,73.91,133,143906,1082,12/16/2024,5,Document Review for Ryan v. Williams,Yes,Yes
TK7516,Mark Gray MD,Associate,1280,1239,MT2927,Middleton v. Thompson,Divorce,CL2947,Michael Ramos,1/17/2024,131,162309,116,143724,1195,253,88.55,80.86,142,175938,1239,12/13/2024,9,Research Case Law for Middleton v. Thompson,No,No
TK2127,Alyssa Sosa,Law Clerk,1008,971,MT4093,Coleman v. Avila,Divorce,CL3583,"Fry, Vargas and Davis",2/21/2024,125,121375,117,113607,11,832,93.6,104.17,135,131085,971,9/7/2024,10,Research Case Law for Coleman v. Avila,Yes,No
TK9570,Daniel Mcclure,Paralegal,1439,1355,MT5277,Jackson v. Rodriguez,M&A,CL1364,Smith PLC,5/7/2024,183,247965,172,233060,784,890,93.99,38.36,200,271000,1355,8/30/2024,3,Draft Motion for Jackson v. Rodriguez,Yes,Yes
TK1360,Jennifer Jackson,Partner,459,333,MT9531,Martin v. Pennington,Divorce,CL5220,Willie Lewis,12/9/2024,167,55611,163,54279,1377,260,97.6,97.66,173,57609,333,9/26/2024,10,Document Review for Martin v. Pennington,No,No
TK4365,Robert Scott,Paralegal,526,401,MT3002,Lynch v. Willis,M&A,CL7494,"Moore, Becker and Johnston",2/1/2025,178,71378,168,67368,358,873,94.38,102.3,188,75388,401,11/18/2024,6,Court Appearance for Lynch v. Willis,Yes,Yes
TK5442,Laura Reyes,Paralegal,267,234,MT4698,Jenkins v. Coleman,Litigation,CL5573,Paul Gray,10/2/2023,184,43056,167,39078,406,344,90.76,70.23,190,44460,234,10/9/2024,5,Client Meeting for Jenkins v. Coleman,No,Yes
TK7049,Robin Jackson,Law Clerk,1238,1103,MT3853,Haynes v. Gonzales,Divorce,CL0990,Roberts-Stanton,1/27/2024,76,83828,63,69489,1637,879,82.89,25,83,91549,1103,5/22/2024,7,Client Meeting for Haynes v. Gonzales,No,Yes
TK8275,Suzanne Keller,Paralegal,1492,1331,MT1981,Williams v. Griffin,Criminal Case,CL3251,Hall-Harvey,4/21/2024,159,211629,156,207636,1094,432,98.11,31.8,162,215622,1331,12/30/2024,6,Research Case Law for Williams v. Griffin,Yes,No
TK0424,Pamela Williams,Of Counsel,1034,1027,MT9922,Harris v. Hernandez,Litigation,CL1716,Potter and Sons,6/13/2024,177,181779,169,173563,857,172,95.48,70.24,182,186914,1027,1/31/2025,7,Client Meeting for Harris v. Hernandez,No,No
TK0210,David Barrett,Of Counsel,186,47,MT8633,Johnson v. Lowe,Patent Filing,CL3229,Amy Medina,11/4/2024,83,3901,79,3713,1824,836,95.18,60.58,102,4794,47,8/11/2024,7,Draft Motion for Johnson v. Lowe,No,Yes
TK1793,Mark Lee,Partner,374,185,MT1766,Martinez v. Grant,M&A,CL9421,Elizabeth Phillips,4/10/2023,82,15170,69,12765,1199,666,84.15,39.05,86,15910,185,8/14/2024,8,Document Review for Martinez v. Grant,No,No
TK3791,Marc Perkins,Paralegal,1338,1256,MT5343,Thompson v. Garcia,Criminal Case,CL9661,Russell-West,11/29/2023,165,207240,163,204728,785,122,98.79,94.29,183,229848,1256,10/20/2024,8,Client Meeting for Thompson v. Garcia,Yes,No
TK4204,Raymond Myers,Law Clerk,1201,1117,MT6305,Williams v. Webster,Criminal Case,CL5914,"Cook, Calhoun and Goodman",11/13/2024,182,203294,177,197709,663,869,97.25,94.3,194,216698,1117,9/3/2024,3,Document Review for Williams v. Webster,Yes,No
TK0177,Thomas Johnson,Of Counsel,578,393,MT5178,Lewis v. Hunt,Divorce,CL5894,"Richardson, Arnold and Bender",7/10/2023,191,75063,185,72705,997,606,96.86,40.21,191,75063,393,11/27/2024,3,Court Appearance for Lewis v. Hunt,Yes,Yes
TK7287,Robert Collins,Of Counsel,239,194,MT0170,Garcia v. Myers,Patent Filing,CL7889,Frederick Alexander,10/1/2024,42,8148,39,7566,1615,111,92.86,9.79,59,11446,194,5/10/2024,1,Research Case Law for Garcia v. Myers,No,Yes
TK2755,Danielle Roach,Associate,395,197,MT6375,Mcdonald v. Davis,Criminal Case,CL0718,Hill-Evans,7/18/2024,29,5713,23,4531,972,448,79.31,7.46,39,7683,197,6/5/2024,4,Client Meeting for Mcdonald v. Davis,No,No
TK8369,Melissa Boone,Partner,837,640,MT9075,Blake v. Hunter,M&A,CL9702,"Clark, Williams and Mason",1/25/2025,123,78720,105,67200,560,428,85.37,120.59,133,85120,640,6/30/2024,7,Client Meeting for Blake v. Hunter,Yes,Yes
TK3428,Deborah Davis,Of Counsel,783,699,MT7509,Morales v. Davis,Patent Filing,CL1284,"Cooper, Swanson and Thomas",7/17/2024,92,64308,90,62910,597,467,97.83,73.6,97,67803,699,1/4/2025,4,Research Case Law for Morales v. Davis,No,Yes
TK4938,John Freeman,Law Clerk,1473,1417,MT5619,Olsen v. Velasquez,Patent Filing,CL9077,Santiago Ltd,1/26/2025,122,172874,102,144534,922,68,83.61,25,131,185627,1417,9/9/2024,5,Document Review for Olsen v. Velasquez,No,Yes
TK0916,Sara Goodwin DDS,Of Counsel,867,732,MT8253,Stevens v. Berry,Patent Filing,CL0764,"Fuentes, Gamble and Miller",7/7/2024,155,113460,152,111264,648,422,98.06,33.12,173,126636,732,1/23/2025,3,Draft Motion for Stevens v. Berry,Yes,No
TK2408,Jake Frazier,Associate,1117,917,MT8929,Hawkins v. Mahoney,Patent Filing,CL1848,Christian Alvarado,12/31/2024,81,74277,72,66024,1712,145,88.89,33.47,99,90783,917,7/23/2024,8,Research Case Law for Hawkins v. Mahoney,No,No
TK8106,Christina Jones,Paralegal,945,785,MT4283,Fox v. Torres,M&A,CL2347,Smith Inc,3/21/2023,50,39250,35,27475,821,253,70,23.36,64,50240,785,6/28/2024,6,Court Appearance for Fox v. Torres,No,Yes
TK1195,George Snyder,Law Clerk,601,418,MT3103,Anderson v. Watts,Patent Filing,CL9627,Brandon Perez,7/1/2024,163,68134,155,64790,1643,156,95.09,40.85,179,74822,418,11/25/2024,1,Court Appearance for Anderson v. Watts,No,No
TK1558,Michael Cooper,Law Clerk,1012,941,MT0070,Luna v. Jones,M&A,CL4257,"Edwards, Parks and Chang",8/11/2023,143,134563,135,127035,1466,219,94.41,29.24,152,143032,941,11/6/2024,6,Research Case Law for Luna v. Jones,No,No
TK2830,Bradley Lopez,Law Clerk,388,358,MT9113,Hayes v. Mendoza,M&A,CL7931,"Reed, Guerrero and Miller",6/14/2023,56,20048,52,18616,1143,195,92.86,15.34,63,22554,358,8/17/2024,7,Court Appearance for Hayes v. Mendoza,Yes,No
TK3440,Samantha Patterson,Partner,819,793,MT8293,Hart v. Allen,Divorce,CL9526,Dickerson Group,10/26/2023,187,148291,168,133224,1344,843,89.84,51.09,193,153049,793,9/25/2024,2,Research Case Law for Hart v. Allen,No,Yes
TK6215,Jon Wilson,Of Counsel,1451,1272,MT2055,Green v. Rosales,Patent Filing,CL7667,"Clayton, Bradford and Anderson",3/1/2025,121,153912,103,131016,1080,539,85.12,101.68,141,179352,1272,12/9/2024,4,Client Meeting for Green v. Rosales,Yes,No
TK1287,Sabrina Schroeder,Paralegal,430,378,MT6526,Turner v. Watson,M&A,CL8985,"Obrien, Wade and Martinez",6/24/2023,61,23058,55,20790,1712,59,90.16,12.37,67,25326,378,12/23/2024,7,Client Meeting for Turner v. Watson,No,Yes
TK5821,Jocelyn Suarez,Paralegal,740,600,MT9182,Pugh v. Bailey,Patent Filing,CL8376,Bethany Hamilton,3/18/2024,160,96000,149,89400,811,127,93.12,34.33,172,103200,600,1/12/2025,3,Research Case Law for Pugh v. Bailey,No,No
TK8414,Tracey Chen,Of Counsel,626,485,MT5896,Jordan v. Marquez,M&A,CL4288,Lisa Hebert,1/22/2024,170,82450,163,79055,1142,519,95.88,71.43,178,86330,485,9/11/2024,7,Client Meeting for Jordan v. Marquez,No,No
TK5600,Laura Sexton,Partner,719,664,MT8086,Chavez v. Vincent,M&A,CL7537,Steven Graves,1/28/2025,51,33864,34,22576,1195,233,66.67,21.07,60,39840,664,1/10/2025,9,Client Meeting for Chavez v. Vincent,Yes,Yes
TK7573,Michael Galvan,Paralegal,186,10,MT6837,Moody v. Moss,Criminal Case,CL9782,Scott Inc,1/20/2025,142,1420,126,1260,1376,466,88.73,69.95,161,1610,10,1/1/2025,7,Client Meeting for Moody v. Moss,Yes,No
TK5120,Jasmine Smith,Associate,1106,1080,MT2007,Stanley v. Anderson,M&A,CL2397,Tran-Brown,3/25/2024,154,166320,152,164160,725,152,98.7,77.39,160,172800,1080,1/23/2025,1,Client Meeting for Stanley v. Anderson,Yes,No
TK6007,Kevin Butler,Associate,959,954,MT1416,Meyers v. Lopez,Patent Filing,CL2530,"Vega, Farmer and Frazier",12/27/2024,116,110664,114,108756,180,140,98.28,27.23,118,112572,954,2/10/2025,10,Client Meeting for Meyers v. Lopez,No,Yes
TK0187,Dawn Ramirez,Of Counsel,442,312,MT2260,Harding v. West,Divorce,CL9009,Angela Parker,9/28/2024,79,24648,65,20280,966,616,82.28,29.92,94,29328,312,11/4/2024,8,Draft Motion for Harding v. West,No,Yes
TK7395,Sheila Parker,Of Counsel,239,114,MT1146,Moss v. Zavala,Divorce,CL8231,Devin Barnes,7/20/2024,54,6156,48,5472,103,645,88.89,19.42,62,7068,114,8/3/2024,9,Court Appearance for Moss v. Zavala,No,Yes
TK8449,Teresa Sanchez,Partner,1332,1166,MT4339,Gilmore v. Hernandez,Patent Filing,CL7920,David Alvarez,12/28/2023,169,197054,152,177232,1850,754,89.94,129.01,180,209880,1166,7/5/2024,1,Court Appearance for Gilmore v. Hernandez,Yes,No
TK5672,Sean Hunt,Law Clerk,1497,1475,MT3564,Edwards v. Ortiz,Litigation,CL4878,Lee-Stevens,12/21/2024,168,247800,155,228625,682,465,92.26,75.34,174,256650,1475,11/10/2024,4,Document Review for Edwards v. Ortiz,No,Yes
TK6177,Kathleen Barker,Associate,1398,1221,MT8331,Gaines v. Hill,M&A,CL9645,Rebecca Mcdonald,1/30/2024,148,180708,132,161172,709,563,89.19,62.18,154,188034,1221,12/12/2024,6,Client Meeting for Gaines v. Hill,No,Yes
TK7015,Heidi Blair,Paralegal,651,642,MT4441,Park v. Clark,Litigation,CL3199,William Bennett,3/27/2023,69,44298,63,40446,1935,992,91.3,52.27,75,48150,642,3/7/2025,1,Document Review for Park v. Clark,No,Yes
TK5337,Megan Herrera,Of Counsel,697,506,MT9560,Edwards v. Meyer,Patent Filing,CL4429,"Roberts, Choi and Conner",11/2/2023,195,98670,184,93104,1955,168,94.36,57.02,200,101200,506,9/10/2024,1,Court Appearance for Edwards v. Meyer,No,Yes
TK6848,Richard Henderson,Partner,989,954,MT3698,Johnston v. Johnson,M&A,CL6377,"Robbins, Robertson and Roach",8/24/2024,165,157410,159,151686,1026,268,96.36,113.01,167,159318,954,10/4/2024,8,Draft Motion for Johnston v. Johnson,No,Yes
TK4510,Robert Castro,Partner,187,6,MT5316,Mccoy v. Terrell,Divorce,CL3709,"Robinson, Vega and Howard",9/6/2023,128,768,121,726,46,46,94.53,36.26,143,858,6,8/26/2024,9,Draft Motion for Mccoy v. Terrell,Yes,Yes
TK2623,Ruben Matthews,Law Clerk,1465,1398,MT0644,Clark v. Guzman,Litigation,CL2742,David Copeland,9/9/2024,46,64308,42,58716,331,555,91.3,11.68,60,83880,1398,3/1/2025,10,Draft Motion for Clark v. Guzman,Yes,Yes
TK8403,Bethany Brown,Law Clerk,687,645,MT2489,Peterson v. Ross,Divorce,CL9064,"Bright, Bryan and Nguyen",12/1/2024,22,14190,4,2580,1870,980,18.18,5.02,38,24510,645,6/24/2024,8,Court Appearance for Peterson v. Ross,No,No
TK2710,Sierra Walters,Paralegal,935,847,MT4615,Nicholson v. Owen,Litigation,CL4034,Rodney Williams,10/20/2024,185,156695,179,151613,1517,723,96.76,133.09,196,166012,847,5/11/2024,8,Draft Motion for Nicholson v. Owen,No,Yes
TK1051,Jeremy Allen,Law Clerk,271,107,MT6229,Adams v. Davidson,Divorce,CL1367,Anderson-Green,6/4/2023,123,13161,105,11235,1734,751,85.37,60.29,130,13910,107,12/19/2024,10,Draft Motion for Adams v. Davidson,No,Yes
TK4668,Jason Kerr,Partner,772,717,MT2036,Michael v. Jackson,Patent Filing,CL9434,Craig Hudson,9/4/2024,199,142683,194,139098,966,469,97.49,47.84,199,142683,717,3/13/2025,7,Draft Motion for Michael v. Jackson,Yes,Yes
TK7471,Brent Allen,Law Clerk,444,300,MT3846,Smith v. Mcgee,M&A,CL1729,"Lee, Thompson and Vincent",1/2/2024,180,54000,174,52200,1086,355,96.67,63.16,195,58500,300,3/27/2024,5,Draft Motion for Smith v. Mcgee,No,No
TK8336,Janice Martin,Paralegal,253,147,MT3720,Hernandez v. Berg,Patent Filing,CL6310,David Best,7/26/2024,178,26166,172,25284,1966,867,96.63,50.28,196,28812,147,5/10/2024,8,Document Review for Hernandez v. Berg,Yes,Yes
TK5240,Warren Gomez,Law Clerk,1006,964,MT3482,Wright v. Anthony,Litigation,CL9794,Katherine Nelson,9/13/2023,151,145564,139,133996,1804,121,92.05,68.95,171,164844,964,1/9/2025,9,Research Case Law for Wright v. Anthony,Yes,No
TK3965,Julie Johnson,Associate,247,209,MT1269,Peterson v. Johnson,M&A,CL5557,John Wilson,1/25/2025,182,38038,180,37620,1799,76,98.9,37.3,193,40337,209,6/23/2024,4,Client Meeting for Peterson v. Johnson,No,No
TK3702,Anne Spears,Paralegal,398,353,MT5114,Wright v. Perez,Criminal Case,CL7758,Williams Group,6/17/2024,146,51538,137,48361,258,321,93.84,45.34,164,57892,353,7/13/2024,10,Draft Motion for Wright v. Perez,No,No
TK4524,Jason Brown,Paralegal,248,142,MT6259,Brown v. Harper,Litigation,CL6341,Hancock Ltd,9/13/2023,90,12780,90,12780,1298,440,100,76.27,110,15620,142,8/27/2024,1,Client Meeting for Brown v. Harper,No,No
TK9305,Jordan Dixon,Associate,767,672,MT5594,Smith v. Booth,Patent Filing,CL9662,Katherine Eaton,10/28/2023,49,32928,46,30912,1906,210,93.88,25,51,34272,672,12/3/2024,2,Draft Motion for Smith v. Booth,No,Yes
TK1709,Matthew Burke,Of Counsel,790,603,MT4814,Carr v. Reeves,M&A,CL1431,Mrs. Teresa Perry,6/21/2023,167,100701,155,93465,625,329,92.81,51.07,171,103113,603,12/4/2024,10,Research Case Law for Carr v. Reeves,Yes,No
TK4758,Allen Diaz,Partner,954,821,MT6765,Flores v. Williams,Criminal Case,CL2526,Justin Malone,8/31/2024,129,105909,129,105909,1403,546,100,47.6,136,111656,821,8/27/2024,7,Court Appearance for Flores v. Williams,Yes,Yes
TK7696,Charles Lee,Of Counsel,674,505,MT0326,Graves v. West,Criminal Case,CL0913,"Shepherd, Thomas and Mullins",10/5/2024,132,66660,129,65145,1804,47,97.73,107.32,145,73225,505,4/5/2024,3,Draft Motion for Graves v. West,No,Yes
TK5981,Sophia Vasquez,Law Clerk,1143,1032,MT8905,Stevenson v. Lopez,Patent Filing,CL9274,Andrew Matthews,3/4/2024,182,187824,166,171312,113,674,91.21,43.86,201,207432,1032,6/16/2024,6,Draft Motion for Stevenson v. Lopez,No,No
TK0442,Michelle Hunt,Associate,595,493,MT8773,Randall v. Mcpherson,Criminal Case,CL5058,Howell Ltd,11/24/2024,25,12325,21,10353,271,444,84,8.65,27,13311,493,11/22/2024,6,Court Appearance for Randall v. Mcpherson,Yes,Yes
TK8358,Christopher Johnson,Law Clerk,1200,1139,MT7182,Clarke v. Bailey,Divorce,CL9899,Hobbs and Sons,2/16/2025,120,136680,117,133263,1071,349,97.5,33.71,129,146931,1139,11/5/2024,9,Client Meeting for Clarke v. Bailey,No,No
TK9232,Ethan Johnson MD,Law Clerk,471,314,MT2346,Aguirre v. Mclean,Divorce,CL3320,"Rodriguez, Lang and Smith",5/20/2023,89,27946,74,23236,653,130,83.15,21.09,96,30144,314,9/18/2024,5,Draft Motion for Aguirre v. Mclean,No,Yes
TK4048,Bryan Acosta,Partner,236,48,MT7913,Rice v. Phillips,Divorce,CL8014,Rivera Inc,4/3/2023,158,7584,138,6624,1654,602,87.34,103.95,171,8208,48,12/30/2024,5,Client Meeting for Rice v. Phillips,No,No
TK4807,Sheri Harrington,Paralegal,758,633,MT8602,Randolph v. Griffith,M&A,CL7631,Meza Ltd,1/2/2024,146,92418,132,83556,300,929,90.41,49.66,161,101913,633,4/14/2024,8,Court Appearance for Randolph v. Griffith,No,Yes
